DCP,DNCP,OPCP,HPCP,LPCP,CPCP,ACPCP,VTCP,MPN5P,calculated_targets_LPN10PVCPCPR,calculated_targets_MPN10PVCPCPR,calculated_targets_HPN10PVCPCPR,calculated_features_DNCP,WDCP,MDCP,OPCPLE,HPCPLE,LPCPLE,CPCPLE,OPCPRCP,HPCPRCP,LPCPRCP
7/14/2017,21.546,21.894667,21.414667,21.852,21.852,84378000,0,21.806,0.956281668,1.007474556,1.060162365,42930,6,14,3.070190184,3.086243091,3.064076061,3.084292451,0.985996705,1.001952544,0.979986592
7/17/2017,21.702667,21.806667,20.896667,21.304667,21.304667,148153500,0,21.893333,0.987764794,1.037190584,1.087398738,42933,2,17,3.077435156,3.082215749,3.039589673,3.058926157,1.018681353,1.023562912,0.980849267
7/18/2017,21.166668,21.942,21.044,21.882668,21.882668,95605504,0,22.000668,0.96310619,1.009794601,1.058676575,42934,3,18,3.05242768,3.088402608,3.046615484,3.085694908,0.967280041,1.00271137,0.961674326
7/19/2017,21.882,22.11,21.548,21.684,21.684,95355000,0,22.276667,0.956834532,1.017086331,1.06837613,42935,4,19,3.085664381,3.096029995,3.070283005,3.076574661,1.009131157,1.019645822,0.993728094
7/20/2017,21.793333,22.014668,21.613333,21.994667,21.994667,77493000,0,22.57083375,0.943319578,1.01626151,1.060863163,42936,5,20,3.081604097,3.091708958,3.073310393,3.090800015,0.990846236,1.000909357,0.982662434
7/21/2017,21.964,22.084,21.72,21.893333,21.893333,73524000,0,22.64,0.947685764,1.030271767,1.087911101,42937,6,21,3.089404749,3.094853364,3.078233495,3.086182161,1.003227786,1.008708907,0.992082841
7/24/2017,22.016,22.893333,22.000668,22.834667,22.834667,129556496,0,22.57083375,0.908618462,0.992584346,1.049515371,42940,2,24,3.091769462,3.130845733,3.091072817,3.128279864,0.964148065,1.002569164,0.96347663
7/25/2017,23,23.04,22.276667,22.64,22.64,104838000,0,22.366667,0.916431095,1.006253661,1.085335689,42941,3,25,3.135494216,3.137231836,3.103539808,3.119718253,1.01590106,1.017667845,0.983951723
7/26/2017,22.690666,23.033333,22.541332,22.923332,22.923332,72312000,0,21.808,0.905104022,1.001352399,1.076050724,42942,4,26,3.12195365,3.136942428,3.115350602,3.132155256,0.989850254,1.004798648,0.983335756
7/27/2017,23.066668,23.166668,21.752666,22.297333,22.297333,124536000,0,22.025,0.930514874,1.037627841,1.106260915,42943,5,27,3.138388632,3.142714521,3.079736325,3.104467075,1.034503454,1.038988295,0.975572549
7/28/2017,22.459333,22.64,22.167334,22.338,22.338,73206000,0,22.025,0.928820843,1.056913488,1.104246933,42944,6,28,3.111706252,3.119718253,3.098619764,3.106289264,1.005431686,1.013519563,0.992359835
7/31/2017,22.366667,22.766,21.402666,21.564667,21.564667,128026496,0,23.022,0.962129394,1.103471711,1.14384646,42947,2,31,3.10757177,3.125268195,3.063515494,3.071056188,1.037190465,1.055708396,0.992487665
8/1/2017,21.533333,21.63,21.075333,21.304667,21.304667,124546496,0,23.408,0.973871124,1.118628133,1.157805846,42948,3,1,3.069602107,3.07408124,3.048103304,3.058926157,1.010733141,1.015270504,0.989235504
8/2/2017,21.262667,21.808,20.748,21.726,21.726,196372500,0,23.818,1.052962671,1.103221192,1.135352481,42949,4,2,3.056952812,3.082276875,3.032449856,3.0785097,0.978673801,1.00377428,0.954984811
8/3/2017,23.022,23.333332,22.876667,23.139334,23.139334,203024990,0,23.835333,0.989080628,1.040378582,1.066005962,42950,5,3,3.13645028,3.149882896,3.130117483,3.14153394,0.99492924,1.008383906,0.988648463
8/4/2017,23.133333,23.818,22.886667,23.794,23.794,139033500,0,23.93,0.96887169,1.011753698,1.036675969,42951,6,4,3.141274564,3.170441597,3.130554514,3.169433448,0.972233882,1.001008658,0.961867151
8/7/2017,23.823334,23.965334,23.516666,23.678,23.678,94867504,0,24.106667,0.934341287,1.016710343,1.041754709,42954,2,7,3.170665521,3.17660837,3.157709361,3.164546347,1.006137934,1.012135062,0.993186333
8/8/2017,23.835333,24.572,23.826668,24.348,24.348,111747000,0,24.155333,0.908630401,0.983407261,1.013088057,42955,3,8,3.17116906,3.201607583,3.170805458,3.192449711,0.978944184,1.009199934,0.978588303
8/9/2017,24.066668,24.666668,23.93,24.235332,24.235332,103381504,0,24.173332,0.912854546,0.979795387,1.011360934,42956,4,9,3.180827813,3.205452859,3.175132902,3.187811568,0.993040574,1.017797817,0.987401369
8/10/2017,24.106667,24.443333,23.644,23.693333,23.693333,106393504,0,24.173332,0.933736634,0.994808687,1.034496413,42957,5,10,3.182488441,3.1963575,3.163109383,3.165193701,1.017445161,1.031654474,0.997917853
8/11/2017,23.798,24.084,23.574667,23.858,23.858,65487000,0,24.173332,0.927292019,0.986168141,1.027356358,42958,6,11,3.169601544,3.18154772,3.160172703,3.172119591,0.99748512,1.009472714,0.988124193
8/14/2017,24.308666,24.510668,24.173332,24.253332,24.253332,67788000,0,23.800333,0.912177057,0.96606657,1.007421661,42961,2,14,3.190832912,3.199108451,3.185250042,3.18855401,1.002281501,1.010610336,0.996701484
8/15/2017,24.346666,24.366,23.958,24.155333,24.155333,46276500,0,23.33616625,0.91587779,0.959774245,1.011508804,42962,3,15,3.19239492,3.193188718,3.176302297,3.184505184,1.007920942,1.008721345,0.991830665
8/16/2017,24.2,24.433332,24.168,24.194,24.194,51207000,0,23.054667,0.914414028,0.957289679,1.001074647,42963,4,16,3.186352633,3.195948266,3.185029444,3.186104669,1.000247995,1.009892205,0.998925353
8/17/2017,24.080667,24.22,23.439333,23.461332,23.461332,75415504,0,23.054667,0.942970033,0.987184636,1.018526996,42964,5,17,3.181409319,3.187178738,3.154415509,3.155353619,1.026398118,1.032336953,0.999062329
8/18/2017,23.527332,23.6,23.053333,23.164,23.164,81123000,0,23.0591665,0.955073951,1.003137045,1.03160076,42965,6,18,3.158162809,3.161246712,3.137810358,3.142599349,1.015685201,1.01882231,0.995222457
8/21/2017,23.054667,23.054667,22.123333,22.524,22.524,97431000,0,23.153334,0.99854968,1.036775589,1.060912804,42968,2,21,3.137868222,3.137868222,3.096632843,3.114581407,1.023560069,1.023560069,0.982211552
8/22/2017,22.742,22.816,22.491333,22.756666,22.756666,64830000,0,23.157333,0.991064904,1.027991815,1.050065946,42969,3,22,3.124213435,3.127462044,3.113130035,3.124858113,0.999355529,1.002607324,0.988340427
8/23/2017,22.599333,23.566,22.553333,23.518,23.518,74317504,0,23.27,0.960257335,0.99418885,1.016072795,42970,4,23,3.117920393,3.159804995,3.11588286,3.157766085,0.960937707,1.00204099,0.958981759
8/24/2017,23.501333,23.777332,23.316,23.528667,23.528667,68770496,0,23.27,0.959821991,0.990408849,1.015612147,42971,5,24,3.157057143,3.16873269,3.14913982,3.15821955,0.998838268,1.010568597,0.990961366
8/25/2017,23.616,23.712667,23.153334,23.203333,23.203333,52260000,0,23.38866675,0.973279658,1.00481252,1.044993579,42972,6,25,3.161924448,3.166009378,3.142138787,3.144295932,1.017784816,1.021950898,0.99784518
8/28/2017,23.152,23.156668,22.648,23.044,23.044,56460000,0,23.545334,0.9800092,1.015698213,1.066828676,42975,2,28,3.14208117,3.142282774,3.120071548,3.137405432,1.004686686,1.004889255,0.982815483
8/29/2017,22.632,23.27,22.583332,23.157333,23.157333,61105500,0,23.545334,0.983302611,1.017172422,1.061607569,42976,3,29,3.119364834,3.147164977,3.117212112,3.142311491,0.977314616,1.004865284,0.975212992
8/30/2017,23.311333,23.564667,23.133333,23.545334,23.545334,51193500,0,23.498667,0.967098874,1.005970721,1.070162436,42977,4,30,3.148939637,3.159748429,3.141274564,3.158927669,0.990061683,1.000821097,0.982501798
8/31/2017,23.57,23.896,23.521334,23.726667,23.726667,61092000,0,23.306,0.959707742,1.000028064,1.067715579,42978,5,31,3.159974717,3.173711081,3.157907839,3.166599605,0.993397008,1.007136822,0.991345898
9/1/2017,23.741333,23.839333,23.579332,23.693333,23.693333,45742500,0,23.306,0.961057948,1.017205979,1.096257753,42979,6,1,3.167217538,3.171336864,3.160370566,3.165193701,1.002025886,1.006162071,0.995188478
9/5/2017,23.586666,23.699333,23.059334,23.306,23.306,57526500,0,23.333332,0.977030207,1.0411053,1.114476959,42983,3,5,3.160681552,3.165446904,3.138070633,3.148710838,1.01204265,1.016876899,0.989416202
9/6/2017,23.3,23.398666,22.770666,22.968666,22.968666,61371000,0,23.8124995,0.993527443,1.065654684,1.130844952,42984,4,6,3.148453361,3.152679012,3.125473129,3.134130939,1.014425479,1.018721157,0.99137956
9/7/2017,23.065332,23.498667,22.896667,23.374,23.374,63588000,0,24.246,0.976298451,1.057186051,1.111234705,42985,5,7,3.138330711,3.156943696,3.130991354,3.151624294,0.986794387,1.005333576,0.979578463
9/8/2017,23.266,23.318666,22.82,22.893333,22.893333,48952500,0,24.295167,1.019219526,1.079382664,1.13456612,42986,6,8,3.146993067,3.149254156,3.127637344,3.130845733,1.016278407,1.018578902,0.996796753
9/11/2017,23.423332,24.247334,23.333332,24.246,24.246,115006496,0,24.70933325,0.942780954,1.019164677,1.071269488,42989,2,11,3.15373262,3.188306673,3.149882896,3.188251655,0.96606995,1.000055019,0.962357997
9/12/2017,24.299334,24.584,24.026667,24.183332,24.183332,89593504,0,25.1169995,0.939765744,1.021805711,1.074045545,42990,3,12,3.190448943,3.202095825,3.179164339,3.185663636,1.004796775,1.01656794,0.993521778
9/13/2017,24.254667,24.538,23.972668,24.415333,24.415333,62778000,0,25.176,0.929743616,1.012096241,1.063839678,42991,4,13,3.188609052,3.200222936,3.176914348,3.195211337,0.993419463,1.005024179,0.981869385
9/14/2017,24.288668,25.197332,24.175333,25.176,25.176,108037504,0,25.1169995,0.888147442,0.970461293,1.031696854,42992,5,14,3.190009904,3.226738116,3.185332816,3.22589116,0.964754846,1.000847315,0.960253138
9/15/2017,24.967333,25.333332,24.846666,25.320667,25.320667,81307504,0,24.937167,0.883073104,0.927621693,1.025802361,42993,6,15,3.21756829,3.232120999,3.212723579,3.23162094,0.986045628,1.000500184,0.981280074
9/18/2017,25.35,25.974,25.178667,25.666668,25.666668,107820000,0,24.71200025,0.871168786,0.910103875,0.993220702,42996,2,18,3.23277873,3.257096038,3.225997088,3.245193185,0.987662286,1.011973973,0.980986975
9/19/2017,25.333332,25.492666,24.904667,25.006666,25.006666,96778496,0,23.97266675,0.883177829,0.923480428,1.008397801,42997,3,19,3.232120999,3.238390803,3.215055216,3.219142429,1.013063157,1.019434818,0.995921128
9/20/2017,24.866667,25.216667,24.738,24.927334,24.927334,73786496,0,23.406,0.88598857,0.926419433,1.007809339,42998,4,20,3.213528232,3.227505165,3.208340523,3.215964952,0.997566246,1.011607058,0.992404563
9/21/2017,24.993334,25.122,24.300667,24.432,24.432,69273000,0,23.13866625,0.903951089,0.945201646,1.009332024,42999,5,21,3.218609149,3.223743956,3.190503799,3.195893748,1.02297536,1.02824165,0.99462455
9/22/2017,24.432667,24.66,23.392,23.406,23.406,122391000,0,22.858667,0.943575707,0.986634479,1.025662907,43000,6,22,3.195921048,3.205182498,3.152394084,3.1529924,1.043863411,1.053576006,0.999401863
9/25/2017,23.543333,23.831333,22.858667,22.999332,22.999332,114088496,0,22.77066675,0.960259759,1.003605246,1.043798402,43003,2,25,3.158842681,3.171001227,3.129330345,3.135465172,1.023652904,1.036175007,0.993883953
9/26/2017,23.395332,23.416,22.726667,23.016666,23.016666,107344496,0,22.74,0.959536581,1.004420742,1.043012311,43004,3,26,3.152536515,3.153419549,3.123538993,3.136218562,1.016451818,1.017349776,0.987400478
9/27/2017,23.326668,23.432667,22.7,22.731333,22.731333,90904496,0,22.77066675,0.971581077,1.023770471,1.056104629,43005,4,27,3.149597255,3.154131074,3.122364924,3.123744281,1.026190061,1.030853184,0.998621594
9/28/2017,22.658667,22.85,22.36,22.64,22.64,79794000,0,22.978666,0.975500574,1.034452297,1.060365106,43006,5,28,3.120542428,3.128951117,3.107273648,3.119718253,1.000824514,1.009275618,0.987632509
9/29/2017,22.790667,22.978666,22.573334,22.74,22.74,76606496,0,23.423332,0.971210774,1.034960422,1.055702111,43007,6,29,3.12635111,3.13456622,3.116769298,3.124125488,1.0022281,1.010495427,0.9926708
10/2/2017,22.834667,22.913334,22.367332,22.768667,22.768667,79302000,0,23.45,0.969987966,1.035487371,1.054372924,43010,2,2,3.128279864,3.131719012,3.107601502,3.125385336,1.00289872,1.006353776,0.982373364
10/3/2017,22.393333,23.236668,22.085333,23.209333,23.209333,152304000,0,23.54,0.984287959,1.016329659,1.034353982,43011,3,3,3.108763281,3.145731548,3.094913723,3.144554482,0.96484173,1.001177759,0.951571206
10/4/2017,23.416668,23.908,23.306667,23.667334,23.667334,122452496,0,23.592667,0.965240403,0.998267628,1.022506379,43012,4,4,3.153448076,3.174213131,3.148739457,3.164095785,0.989408778,1.010168699,0.984760979
10/5/2017,23.733334,23.829332,23.423332,23.688667,23.688667,62575500,0,23.54,0.964371148,0.996285143,1.021585554,43013,5,5,3.166880558,3.170917259,3.15373262,3.164996748,1.001885585,1.005938072,0.988799074
10/6/2017,23.54,24.006666,23.483334,23.792,23.792,64462500,0,23.592667,0.960182708,0.99114549,1.017148621,43014,6,6,3.158701102,3.178331542,3.156290978,3.16934939,0.989408204,1.009022613,0.987026479
10/9/2017,23.31,23.45,22.844667,22.862667,22.862667,112405504,0,23.62066675,0.980492258,1.031434062,1.058494182,43017,2,9,3.148882453,3.154870495,3.128717698,3.129505318,1.01956609,1.02568961,0.99921269
10/10/2017,23.12,23.708668,23.035334,23.706,23.706,104677504,0,23.62066675,0.945358432,0.993303383,1.020838606,43018,3,10,3.140698044,3.16584072,3.137029298,3.165728181,0.97528052,1.000112545,0.971709019
10/11/2017,23.592667,23.84,23.41,23.64,23.64,67512000,0,23.68416625,0.912464763,0.993302305,1.023688663,43019,4,11,3.160935943,3.171364842,3.153163282,3.162940193,0.997997758,1.008460237,0.990270728
10/12/2017,23.53,23.985332,23.509333,23.712,23.712,61305000,0,23.632,0.908681975,0.984058704,1.020580297,43020,5,12,3.158276203,3.177442477,3.157397491,3.165981249,0.992324561,1.011527159,0.991452977
10/13/2017,23.798668,23.899332,23.578667,23.704666,23.704666,53107500,0,23.54916675,0.890570068,0.973451092,1.020896055,43021,6,13,3.169629613,3.173850509,3.160342363,3.165671906,1.003965548,1.008212138,0.994684633
10/16/2017,23.584,23.632,23.144,23.373333,23.373333,80632496,0,23.512667,0.903194508,0.966307747,1.035367955,43024,2,16,3.160568516,3.162601726,3.141735568,3.151595757,1.009013135,1.011066757,0.990188263
10/17/2017,23.394,23.748,23.338,23.716667,23.716667,49399500,0,23.325333,0.890119425,0.945818715,1.020379466,43025,3,17,3.152479579,3.167498316,3.150082933,3.16617805,0.986394926,1.001321138,0.984033718
10/18/2017,23.731333,24.2,23.608667,23.976667,23.976667,74086496,0,22.88500025,0.880467081,0.922396762,0.993048784,43026,4,18,3.166796242,3.186352633,3.16161389,3.177081149,0.989767802,1.009314597,0.984651745
10/19/2017,23.704,23.81,23.213333,23.454,23.454,75927000,0,22.489332,0.831784216,0.928619148,1.007788309,43027,5,19,3.16564381,3.17010566,3.144726812,3.155041056,1.010659163,1.015178648,0.989738765
10/20/2017,23.512667,23.636667,22.956,23.006666,23.006666,73956000,0,22.0600005,0.847957153,0.939394413,1.014053927,43028,6,20,3.157539297,3.162799193,3.13357934,3.135784,1.021993669,1.027383411,0.997797769
10/23/2017,23.325333,23.33,22.416668,22.468,22.468,86209504,0,21.722668,0.868286763,0.951482848,1.017150303,43031,2,23,3.149540023,3.149740086,3.109804789,3.112092075,1.038157958,1.038365676,0.997715328
10/24/2017,22.586666,22.853333,22.410667,22.489332,22.489332,67375504,0,21.585333,0.86746316,0.948823952,1.000474358,43032,3,24,3.117359732,3.129096971,3.109537051,3.113041063,1.004328008,1.016185496,0.996502119
10/25/2017,22.446667,22.5,21.570667,21.722668,21.722668,128911504,0,21.546667,0.898078772,0.95959663,1.020777006,43033,4,25,3.11114214,3.113515309,3.071334383,3.078356324,1.033329193,1.035784371,0.993002655
10/26/2017,21.852,22.015333,21.546667,21.744667,21.744667,75352496,0,21.348667,0.897170189,0.939310774,1.019744289,43034,5,26,3.084292451,3.091739165,3.070221141,3.079368532,1.004936061,1.012447466,0.990894319
10/27/2017,21.316668,21.639334,21.110666,21.391333,21.391333,104695504,0,21.33816675,0.911989309,0.950571903,1.036588042,43035,6,27,3.059489302,3.074512677,3.04977841,3.06298584,0.996509568,1.011593527,0.986879406
10/30/2017,21.278667,21.585333,21.15,21.338667,21.338667,63816000,0,20.466667,0.914240191,0.951090338,1.039146447,43038,2,30,3.057705022,3.072014056,3.051639905,3.060520779,0.997188203,1.011559579,0.991158445
10/31/2017,21.348667,22.13,21.345333,22.102,22.102,85084496,0,20.2715,0.882665234,0.918242693,1.003257624,43039,3,31,3.060989302,3.096934154,3.060833121,3.095668102,0.965915618,1.001266854,0.965764772
11/1/2017,22.15,22.174,21.350668,21.405333,21.405333,126859504,0,20.2266665,0.911392829,0.947524783,0.986670004,43040,4,1,3.097837496,3.098920431,3.061083027,3.063640097,1.034788854,1.03591007,0.997446197
11/2/2017,20.008667,20.579332,19.508667,19.950666,19.950666,296871000,0,20.2266665,0.986199308,1.021703586,1.063088972,43041,5,2,2.99616553,3.024287271,2.970858828,2.993262526,1.002907221,1.031511028,0.977845401
11/3/2017,19.966667,20.416668,19.675333,20.406,20.406,133410000,0,20.2266665,0.968015878,1.001976502,1.067235127,43042,6,3,2.994064233,3.016351626,2.979365719,3.015828975,0.978470401,1.000522787,0.964193522
11/6/2017,20.466667,20.5,19.934,20.185333,20.185333,97290000,0,20.2266665,0.978598272,1.015134758,1.078902191,43045,2,6,3.018797563,3.020424886,2.992426817,3.004956252,1.013937546,1.015588893,0.987548732
11/7/2017,20.068,20.433332,20.002,20.403334,20.403334,79414496,0,20.297333,0.968142363,1.008740361,1.067374577,43046,3,7,2.999126507,3.017167489,2.995832269,3.015698319,0.983564745,1.00147025,0.980329979
11/8/2017,20.366667,20.459333,20.086666,20.292667,20.292667,70879504,0,20.400667,0.973422173,1.023419741,1.073195554,43047,4,8,3.013899594,3.01843916,3.000056212,3.010259589,1.003646637,1.008213115,0.9898485
11/9/2017,20.166668,20.297333,19.753332,20.199333,20.199333,81706496,0,20.58,0.98719428,1.03155218,1.078154412,43048,5,9,3.004031142,3.010489498,2.983322186,3.005649584,0.998382867,1.004851645,0.977920013
11/10/2017,20.166668,20.557333,20.123333,20.199333,20.199333,69381000,0,20.833332,0.98719428,1.035644741,1.078154412,43049,6,10,3.004031142,3.023217714,3.001879988,3.005649584,0.998382867,1.017723357,0.9962375
11/13/2017,20.008667,21.12,19.940666,21.026667,21.026667,113773504,0,20.833332,0.955928964,0.995406595,1.035732387,43052,2,13,2.99616553,3.050220459,2.992761164,3.045791489,0.951585289,1.004438792,0.948351253
11/14/2017,21,21.09,20.46,20.58,20.58,85141504,0,20.876667,0.975801749,1.017010836,1.058211856,43053,3,14,3.044522438,3.048798994,3.018471761,3.02431973,1.020408163,1.024781341,0.994169096
11/15/2017,20.400667,20.832666,20.1,20.753332,20.753332,89680496,0,20.932166,0.967651845,1.008516753,1.049373662,43054,4,15,3.015567596,3.036522236,3.000719815,3.032706812,0.983006825,1.003822711,0.968519176
11/16/2017,20.932667,21.209333,20.753332,20.833332,20.833332,87331504,0,20.9458335,0.963936062,1.004128048,1.045344067,43055,5,16,3.041310953,3.054441321,3.032706812,3.036554204,1.00476808,1.018048049,0.99616
11/17/2017,21.711332,21.778,20.876667,21.003332,21.003332,206026500,0,20.92683325,0.954166082,0.988505848,1.015711793,43056,6,17,3.077834336,3.080900286,3.038632124,3.044681092,1.033708937,1.0368831,0.99396929
11/20/2017,20.919333,21.033333,20.316668,20.582666,20.582666,123715504,0,20.9771665,0.973667211,1.007093396,1.036470786,43059,2,20,3.040673755,3.046108465,3.011441633,3.024449265,1.016356822,1.021895463,0.987076601
11/21/2017,20.724,21.215334,20.580667,21.187332,21.187332,108919504,0,20.9771665,0.943960287,0.977030355,1.00689091,43060,3,21,3.031292449,3.054724222,3.02435214,3.053403456,0.97813165,1.001321639,0.971366617
11/22/2017,21.118,21.161333,20.789333,20.84,20.84,73764000,0,20.928,0.959692898,0.993314131,1.023672361,43061,4,22,3.050125757,3.052175601,3.034440019,3.036874217,1.013339731,1.01541905,0.997568762
11/24/2017,20.919333,21.094,20.733334,21.036667,21.036667,48661500,0,20.713333,0.950720948,0.984027864,1.014102282,43063,6,24,3.040673755,3.04898864,3.031742743,3.046266963,0.994422405,1.002725384,0.985580748
11/27/2017,20.883333,21.156,20.634,21.120667,21.120667,68338496,0,20.551332,0.946939791,0.981215058,1.038508869,43066,2,27,3.038951377,3.051923553,3.026940201,3.05025204,0.98876295,1.001672911,0.976957783
11/28/2017,21.090668,21.333332,20.928,21.17,21.17,74242496,0,20.435333,0.944733113,0.978928507,1.075232263,43067,3,28,3.048830668,3.060270732,3.041087975,3.052585085,0.996252622,1.007715257,0.988568729
11/29/2017,21.153334,21.2,20.082,20.502666,20.502666,131511000,0,20.433332,0.975482896,1.012063504,1.119269075,43068,4,29,3.051797529,3.054001182,2.999823891,3.020554926,1.031735775,1.034011869,0.979482376
11/30/2017,20.570667,20.713333,20.302668,20.59,20.59,65274000,0,20.435333,0.971345313,1.015282564,1.124947353,43069,5,30,3.023866129,3.030777599,3.010752306,3.024805521,0.999061049,1.005989947,0.98604507
12/1/2017,20.362667,20.688,20.336666,20.435333,20.435333,64393500,0,20.551332,0.978697044,1.031073656,1.133461637,43070,6,1,3.013703175,3.029553822,3.012425464,3.017265412,0.9964441,1.012364222,0.995171745
12/4/2017,20.433332,20.551332,20.040667,20.346666,20.346666,87526496,0,20.882,0.982962024,1.079685488,1.138401053,43073,2,4,3.017167489,3.022925756,2.997763559,3.012917066,1.004259469,1.010058945,0.98496073
12/5/2017,20.133333,20.533333,20.066668,20.246668,20.246668,69697504,0,20.973333,0.98781686,1.10552758,1.144023599,43074,3,5,3.0023768,3.022049566,2.99906013,3.007990237,0.994402289,1.014158626,0.991109648
12/6/2017,20.006666,20.892668,20,20.884,20.884,107929504,0,21.4383335,0.992945221,1.071789402,1.109110611,43075,4,6,2.996065518,3.039398284,2.995732274,3.038983316,0.957990136,1.000415055,0.957670944
12/7/2017,20.8,21.242,20.736668,20.749332,20.749332,71709000,0,22.38249975,1.000064388,1.078745565,1.116308997,43076,5,7,3.034952987,3.055980354,3.031903534,3.032514053,1.00244191,1.023743801,0.999389667
12/8/2017,20.973333,21.132,20.750668,21.008667,21.008667,52027500,0,22.602,0.995620903,1.065429324,1.102529066,43077,6,8,3.043251774,3.050788479,3.032578439,3.044935067,0.998318123,1.005870577,0.987719402
12/11/2017,20.975332,21.934,20.916668,21.927334,21.927334,119070000,0,22.728666,0.962512497,1.020792125,1.056337537,43080,2,11,3.043347081,3.088037944,3.040546353,3.087733986,0.956583778,1.000304004,0.953908396
12/12/2017,22.03,22.762667,22.002,22.735332,22.735332,130998000,0,22.7206665,0.911210226,0.976145851,1.018796031,43081,3,12,3.092405161,3.125121782,3.091133358,3.12392019,0.968976393,1.001202314,0.96774483
12/13/2017,22.728666,22.948,22.433332,22.602,22.602,93322496,0,22.591333,0.913016547,0.974618762,1.024806035,43082,4,13,3.123626947,3.133230787,3.110547889,3.118038398,1.005604194,1.01530838,0.992537475
12/14/2017,22.734,23.162666,22.46,22.526,22.526,86998496,0,22.384,0.916096955,0.971606882,1.02616239,43083,5,14,3.123861601,3.142541758,3.111735949,3.114670198,1.009233774,1.028263606,0.997070052
12/15/2017,22.802668,22.926666,22.384,22.896667,22.896667,103998000,0,22.073334,0.901266547,0.944475172,1.009550167,43084,6,15,3.126877547,3.132300687,3.108346418,3.130991354,0.995894643,1.001310191,0.977609536
12/18/2017,22.993334,23.115334,22.505333,22.591333,22.591333,82143000,0,21.972668,0.913447648,0.946572475,1.007731593,43087,2,18,3.135204348,3.140496207,3.113752303,3.117566337,1.017794479,1.02319478,0.99619323
12/19/2017,22.684,22.766,22.02,22.073334,22.073334,102375000,0,21.68,0.923225644,0.958879456,1.007973331,43088,3,19,3.12165983,3.125268195,3.091951131,3.094370274,1.027665327,1.031380217,0.997583781
12/20/2017,22.179333,22.206667,21.669333,21.932,21.932,89307000,0,21.3606665,0.929175087,0.962307724,1.014468904,43089,4,20,3.099160909,3.100392559,3.075898035,3.087946758,1.011277266,1.012523573,0.988023573
12/21/2017,21.972668,22.249332,21.814,22.110666,22.110666,65778000,0,21.078667,0.921666855,0.954019216,1.01616116,43090,5,21,3.089799317,3.102311986,3.082551966,3.096060117,0.993758759,1.006271453,0.986582675
12/22/2017,21.967333,22.061333,21.654667,21.68,21.68,63237000,0,21.054667,0.939975461,0.972970491,1.041820387,43091,6,22,3.089556486,3.093826438,3.075220997,3.076390177,1.013253367,1.017589161,0.998831504
12/26/2017,21.588667,21.596,21.105333,21.152666,21.152666,65676000,0,21.036667,0.963408962,0.997226555,1.067792873,43095,3,26,3.072168501,3.072508112,3.049525757,3.05176595,1.020612106,1.020958777,0.997762315
12/27/2017,21.066668,21.178667,20.716667,20.776,20.776,70681504,0,21.024,0.980875433,1.017985464,1.106436898,43096,4,27,3.047692076,3.052994401,3.030938545,3.033798474,1.013990566,1.019381353,0.997144157
12/28/2017,20.783333,21.054667,20.636,21.024,21.024,64744500,0,21.078667,0.969304985,1.019644216,1.093385322,43097,5,28,3.034151367,3.047122246,3.027037123,3.045664642,0.988552749,1.001458666,0.981544901
12/29/2017,21.078667,21.094,20.666668,20.756666,20.756666,56658000,0,21.105333,0.981789079,1.063433477,1.108077762,43098,6,29,3.048261486,3.04898864,3.028522161,3.032867448,1.015513137,1.016251839,0.99566414
1/2/2018,20.8,21.474,20.733334,21.368668,21.368668,65283000,0,21.15,0.953670486,1.041170032,1.08882154,43102,3,2,3.034952987,3.066842901,3.031742743,3.061925737,0.973387766,1.004929273,0.970267964
1/3/2018,21.4,21.683332,21.036667,21.15,21.15,67822496,0,21.74883375,0.963530402,1.058250591,1.110480757,43103,4,3,3.063390922,3.076543855,3.046266963,3.051639905,1.011820331,1.025216643,0.994641466
1/4/2018,20.858,21.236668,20.378668,20.974667,20.974667,149194500,0,22.2333335,0.991672478,1.072361071,1.11976357,43104,5,4,3.037737568,3.05572931,3.014488667,3.043315376,0.994437719,1.012491307,0.971584817
1/5/2018,21.108,21.149332,20.8,21.105333,21.105333,68868000,0,22.344,0.99658854,1.071056294,1.130298821,43105,6,5,3.049652116,3.051608321,3.034952987,3.049525757,1.000126366,1.002084734,0.985532898
1/8/2018,21.066668,22.468,21.033333,22.427334,22.427334,147891010,0,22.414667,0.973217236,1.015234356,1.071609002,43108,2,8,3.047692076,3.112092075,3.046108465,3.110280483,0.939330016,1.001813234,0.93784366
1/9/2018,22.344,22.586666,21.826668,22.246,22.246,107199000,0,22.52099975,0.988941832,1.032964713,1.080344017,43109,3,9,3.106557829,3.117359732,3.083132525,3.102162217,1.004405286,1.015313584,0.981150229
1/10/2018,22.146667,22.466667,22,22.32,22.32,64648500,0,22.670668,0.995400224,1.03046595,1.076762231,43110,4,10,3.097687011,3.112032744,3.091042453,3.105483138,0.992234185,1.006571102,0.985663082
1/11/2018,22.349333,22.987333,22.217333,22.53,22.53,99682496,0,22.916,0.987335419,1.020861074,1.066725832,43111,5,11,3.106796477,3.134943325,3.10087275,3.114847754,0.991981047,1.020298846,0.986122193
1/12/2018,22.575333,22.694,22.244667,22.414667,22.414667,72376496,0,23.044666,0.99577656,1.028433748,1.072214591,43112,6,12,3.11685785,3.122100572,3.102102294,3.109715521,1.007167896,1.012462063,0.99241568
